DOI,TIPO,DATE,TITLE,ABSTRACT,INTERESSE,LINK_PDF
10.1038/s41597-023-01960-3,Article,2023-02-02,Building a knowledge graph to enable precision medicine,"Developing personalized diagnostic strategies and targeted treatments requires a deep understanding of disease biology and the ability to dissect the relationship between molecular and genetic factors and their phenotypic consequences. However, such knowledge is fragmented across publications, non-standardized repositories, and evolving ontologies describing various scales of biological organization between genotypes and clinical phenotypes. Here, we present PrimeKG, a multimodal knowledge graph for precision medicine analyses. PrimeKG integrates 20 high-quality resources to describe 17,080 diseases with 4,050,249 relationships representing ten major biological scales, including disease-associated protein perturbations, biological processes and pathways, anatomical and phenotypic scales, and the entire range of approved drugs with their therapeutic action, considerably expanding previous efforts in disease-rooted knowledge graphs. PrimeKG contains an abundance of ‘indications’, ‘contradictions’, and ‘off-label use’ drug-disease edges that lack in other knowledge graphs and can support AI analyses of how drugs affect disease-associated networks. We supplement PrimeKG’s graph structure with language descriptions of clinical guidelines to enable multimodal analyses and provide instructions for continual updates of PrimeKG as new data become available. Measurement(s) knowledge graph • Relation Code • textual entity Technology Type(s) machine learning • computational modeling technique",Dentro do Escopo,https://www.nature.com/articles/s41597-023-01960-3.pdf
10.1007/978-3-031-27815-0_34,Chapter ConferencePaper,2023-03-26,A Virtual Knowledge Graph Based Approach for Object-Centric Event Logs Extraction,"Process mining is a family of techniques that support the analysis of operational processes based on event logs. Among the existing event log formats, the IEEE standard eXtensible Event Stream ( XES ) is the most widely adopted. In XES , each event must be related to a single case object, which may lead to convergence and divergence problems. To solve such issues, object-centric approaches become promising, where objects are the central notion and one event may refer to multiple objects. In particular, the Object-Centric Event Logs ( OCEL ) standard has been proposed recently. However, the crucial problem of extracting OCEL logs from external sources is still largely unexplored. In this paper, we try to fill this gap by leveraging the Virtual Knowledge Graph ( VKG ) approach to access data in relational databases. We have implemented this approach in the OnProm system, extending it to support both XES and OCEL standards. We have carried out an experiment with OnProm over the Dolibarr system. The evaluation results confirm that OnProm can effectively extract OCEL logs and the performance is scalable.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-031-27815-0.pdf
10.2991/978-94-6463-200-2_149,Chapter ConferencePaper,2023-07-26,Research on the Impact of the Knowledge Graph on Public Service Quality,"The improvement of public service quality is an inevitable requirement for promoting national well-being, safeguarding public interests, and promoting social progress. At present, artificial intelligence technology characterized by permeability, synergy, substitution, and innovation is defined as the prime mover to the development in various industries. Artificial intelligence technology represented by the knowledge graph will complete the transformation of the public service system from automation to intelligence. Based on the existing problems of public service and the technical logic of the knowledge graph, this article attempts to explore the possibility of the knowledge graph to improve the quality of public services. By discussing the technical characteristics and creation process of the knowledge graph, a feasible application scheme in grassroots service is proposed.",Dentro do Escopo,https://www.atlantis-press.com/article/125989310.pdf
10.2991/978-94-6463-230-9_120,Chapter ConferencePaper,2023-08-31,Analysis of Research Hotspots and Frontier Development of Knowledge Graph Construction,"The knowledge graph construction is a crucial area of focus in the domain of artificial intelligence. To gain an insight into this field of study, we employed the use of Citespace.v.6.1. R2 and bibliometric analysis to create the knowledge graphs between 2012 and 2021, exploring various aspects such as annual publications, relevant institutions, research hotspots, and frontiers. We arrived at several key findings. Firstly, the number of research results is increasing yearly, but the research institutions remain distributed . Secondly, the technology employed in each link of the construction process is in constant development, but its accuracy, basic principles, and theories require further refinement. Thirdly, Frontier research such as deep learning and domain knowledge graph construction continues to improve and develop. Through this study, we hope to help knowledge graph builders to summarize, reflect, and improve the level and quality of research in this field.",Dentro do Escopo,https://www.atlantis-press.com/article/125990656.pdf
10.1007/s10489-022-03235-7,Article,2022-05-06,Hashing-based semantic relevance attributed knowledge graph embedding enhancement for deep probabilistic recommendation,"Knowledge graph embedding (KGE) is effectively exploited in providing precise and accurate recommendations from many perspectives in different application scenarios. However, such methods that utilize entire embedded Knowledge Graph (KG) without applying information-relevance regulatory constraints fail to stop the noise penetration into the underlying information. Moreover, higher computational time complexity is a CPU overhead in KG-enhanced systems and applications. The occurrence of these limitations significantly degrade the recommendation performance. Therefore, to cope with these challenges we proposed novel KGEE (Knowledge Graph Embedding Enhancement) approach of Hashing-based Semantic-relevance Attributed Graph-embedding Enhancement (H-SAGE) to model semantically-relevant higher-order entities and relations into the unique Meta-paths. For this purpose, we introduced Node Relevance-based Guided-walk (NRG) modeling technique. Further, to deal with the computational time-complexity, we converted the relevant information to the Hash-codes and proposed Deep-Probabilistic (dProb) technique to place hash-codes in the relevant hash-buckets. Again, we used dProb to generate guided function-calls to maximize the possibility of Hash-Hits in the hash-buckets. In case of Hash-Miss, we applied Locality Sensitive (LS) hashing to retrieve the required information. We performed experiments on three benchmark datasets and compared the empirical as well as the computational performance of H-SAGE with the baseline approaches. The achieved results and comparisons demonstrate that the proposed approach has outperformed the-state-of-the-art methods in the mentioned facets of evaluation.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/s10489-022-03235-7.pdf
10.2991/978-94-6463-304-7_71,Chapter ConferencePaper,2023-12-02,Research on Constructing a Knowledge Graph for Risk-Aware Electricity Marketing Events,"Considering the diverse evolution of electricity marketing business requirements alongside the advancement of socioeconomic development and deepening market reforms, the effective utilization of extensive and dynamically changing data in electricity marketing has presented both opportunities and challenges for marketing risk management. Thus, this paper, commencing from the needs of risk perception in electricity marketing events, proposes an innovative approach using a novel method of integrating marketing data – the Event Knowledge Graph. Building on this, the paper explores the model and construction process of the electricity marketing event knowledge graph, as well as the methodological pathway for conducting risk perception based on this knowledge graph. The objective is to facilitate knowledge-based management of electricity marketing events and offer support for risk awareness and regulatory decision-making in this context.",Dentro do Escopo,https://www.atlantis-press.com/article/125995029.pdf
10.1007/978-3-031-40837-3_4,Chapter ConferencePaper,2023-08-22,Human-in-the-Loop Integration with Domain-Knowledge Graphs for Explainable Federated Deep Learning,"We explore the integration of domain knowledge graphs into Deep Learning for improved interpretability and explainability using Graph Neural Networks (GNNs). Specifically, a protein-protein interaction (PPI) network is masked over a deep neural network for classification, with patient-specific multi-modal genomic features enriched into the PPI graph’s nodes. Subnetworks that are relevant to the classification (referred to as “disease subnetworks”) are detected using explainable AI. Federated learning is enabled by dividing the knowledge graph into relevant subnetworks, constructing an ensemble classifier, and allowing domain experts to analyze and manipulate detected subnetworks using a developed user interface. Furthermore, the human-in-the-loop principle can be applied with the incorporation of experts, interacting through a sophisticated User Interface (UI) driven by Explainable Artificial Intelligence (xAI) methods, changing the datasets to create counterfactual explanations. The adapted datasets could influence the local model’s characteristics and thereby create a federated version that distils their diverse knowledge in a centralized scenario. This work demonstrates the feasibility of the presented strategies, which were originally envisaged in 2021 and most of it has now been materialized into actionable items. In this paper, we report on some lessons learned during this project.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-031-40837-3_4.pdf?pdf=inline%20link
10.1007/s40192-022-00286-z,Article,2022-12-08,Compound Knowledge Graph-Enabled AI Assistant for Accelerated Materials Discovery,"Materials scientists are facing increasingly challenging multi-objective performance requirements to meet the needs of modern systems such as lighter-weight and more fuel-efficient aircraft engines, and higher heat and oxidation-resistant steam turbines. While so-called second wave statistical machine learning techniques are beginning to accelerate the materials development cycle, most materials science applications are data-deprived when compared to the vastness and complexity of the search space of possible solutions. In line with DARPA’s vision of third wave AI approaches, we believe a combination of data-driven statistical machine learning and domain knowledge will be required to achieve a true revolution in materials discovery. To that end, we envision and have begun reducing to practice a system that fuses three forms of knowledge—factual scientific knowledge, physics-based and/or data-driven analytical models, and domain expert knowledge—into a single ‘Compound Knowledge Graph’ in which contextual reasoning and adaptation can be performed to answer increasingly complex questions. We believe this Compound Knowledge Graph-based system can be the nucleus of a collaborative AI assistant that supports stateful natural language back-and-forth dialogs between materials scientists and the AI to accelerate the development and discovery of new materials. This paper details our vision, summarizes our progress to date on a steam turbine blade coating use case, and outlines our thoughts on the key challenges in making this vision a reality.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/s40192-022-00286-z.pdf
10.1038/s41598-022-19333-y,Article,2022-11-05,A tensor-based formulation of hetero-functional graph theory,"Recently, hetero-functional graph theory (HFGT) has developed as a means to mathematically model the structure of large-scale complex flexible engineering systems. It does so by fusing concepts from network science and model-based systems engineering (MBSE). For the former, it utilizes multiple graph-based data structures to support a matrix-based quantitative analysis. For the latter, HFGT inherits the heterogeneity of conceptual and ontological constructs found in model-based systems engineering including system form, system function, and system concept. These diverse conceptual constructs indicate multi-dimensional rather than two-dimensional relationships. This paper provides the first tensor-based treatment of hetero-functional graph theory. In particular, it addresses the “system concept” and the hetero-functional adjacency matrix from the perspective of tensors and introduces the hetero-functional incidence tensor as a new data structure. The tensor-based formulation described in this work makes a stronger tie between HFGT and its ontological foundations in MBSE. Finally, the tensor-based formulation facilitates several analytical results that provide an understanding of the relationships between HFGT and multi-layer networks.",Dentro do Escopo,https://www.nature.com/articles/s41598-022-19333-y.pdf
10.1186/s13677-022-00334-1,Article,2022-10-01,Defect knowledge graph construction and application in multi-cloud IoT,"As the State Grid Multi-cloud IoT platform grows and improves, an increasing number of IoT applications generate massive amounts of data every day. To meet the demands of intelligent management of State Grid equipment, we proposed a scheme for constructing the defect knowledge graph of power equipment based on multi-cloud. The scheme is based on the State Grid Multi-cloud IoT architecture and adheres to the design specifications of the State Grid SG-EA technical architecture. This scheme employs ontology design based on a fusion algorithm and proposes a knowledge graph reasoning method named GRULR based on logic rules to achieve a consistent and shareable model. The model can be deployed on multiple clouds independently, increasing the system’s flexibility, robustness, and security. The GRULR method is designed with two independent components, Reasoning Evaluator and Rule Miner, that can be deployed in different clouds to adapt to the State Grid Multi-cloud IoT architecture. By sharing high-quality rules across multiple clouds, this method can avoid vendor locking and perform iterative updates. Finally, the experiment demonstrates that the GRULR method performs well in large-scale knowledge graphs and can complete the reasoning task of the defect knowledge graph efficiently.",Fora do Escopo,Fora do Escopo
10.1038/s41467-022-33026-0,Article,2022-09-09,Integrating and formatting biomedical data as pre-calculated knowledge graph embeddings in the Bioteque,"Biomedical data is accumulating at a fast pace and integrating it into a unified framework is a major challenge, so that multiple views of a given biological event can be considered simultaneously. Here we present the Bioteque, a resource of unprecedented size and scope that contains pre-calculated biomedical descriptors derived from a gigantic knowledge graph, displaying more than 450 thousand biological entities and 30 million relationships between them. The Bioteque integrates, harmonizes, and formats data collected from over 150 data sources, including 12 biological entities (e.g., genes, diseases, drugs) linked by 67 types of associations (e.g., ‘drug treats disease’, ‘gene interacts with gene’). We show how Bioteque descriptors facilitate the assessment of high-throughput protein-protein interactome data, the prediction of drug response and new repurposing opportunities, and demonstrate that they can be used off-the-shelf in downstream machine learning tasks without loss of performance with respect to using original data. The Bioteque thus offers a thoroughly processed, tractable, and highly optimized assembly of the biomedical knowledge available in the public domain.",Dentro do Escopo,https://www.nature.com/articles/s41467-022-33026-0.pdf
10.1038/s41467-022-32111-8,Article,2022-07-30,Knowledge-graph-based cell-cell communication inference for spatially resolved transcriptomic data with SpaTalk,"Spatially resolved transcriptomics provides genetic information in space toward elucidation of the spatial architecture in intact organs and the spatially resolved cell-cell communications mediating tissue homeostasis, development, and disease. To facilitate inference of spatially resolved cell-cell communications, we here present SpaTalk, which relies on a graph network and knowledge graph to model and score the ligand-receptor-target signaling network between spatially proximal cells by dissecting cell-type composition through a non-negative linear model and spatial mapping between single-cell transcriptomic and spatially resolved transcriptomic data. The benchmarked performance of SpaTalk on public single-cell spatial transcriptomic datasets is superior to that of existing inference methods. Then we apply SpaTalk to STARmap, Slide-seq, and 10X Visium data, revealing the in-depth communicative mechanisms underlying normal and disease tissues with spatial structure. SpaTalk can uncover spatially resolved cell-cell communications for single-cell and spot-based spatially resolved transcriptomic data universally, providing valuable insights into spatial inter-cellular tissue dynamics. Cell-cell communication is a vital feature involving numerous biological processes. Here, the authors develop SpaTalk, a cell-cell communication inference method using knowledge graph for spatially resolved transcriptomic data, providing valuable insights into spatial intercellular tissue dynamics.",Dentro do Escopo,https://www.nature.com/articles/s41467-022-32111-8.pdf
10.1038/s41597-022-01298-2,Article,2022-07-08,CovidPubGraph: A FAIR Knowledge Graph of COVID-19 Publications,"The rapid generation of large amounts of information about the coronavirus SARS-CoV-2 and the disease COVID-19 makes it increasingly difficult to gain a comprehensive overview of current insights related to the disease. With this work, we aim to support the rapid access to a comprehensive data source on COVID-19 targeted especially at researchers. Our knowledge graph, C ovid P ub G raph , an RDF knowledge graph of scientific publications, abides by the Linked Data and FAIR principles. The base dataset for the extraction is CORD-19, a dataset of COVID-19-related publications, which is updated regularly. Consequently, C ovid P ub G raph is updated biweekly. Our generation pipeline applies named entity recognition, entity linking and link discovery approaches to the original data. The current version of C ovid P ub G raph contains 268,108,670 triples and is linked to 9 other datasets by over 1 million links. In our use case studies, we demonstrate the usefulness of our knowledge graph for different applications. C ovid P ub G raph is publicly available under the Creative Commons Attribution 4.0 International license. Measurement(s) COVID-19-related publications Technology Type(s) named entity recognition, entity linking and link discovery approaches",Dentro do Escopo,https://www.nature.com/articles/s41597-022-01298-2.pdf
10.1007/s10796-022-10295-0,Article,2022-07-06,Knowledge Graph and Deep Learning-based Text-to-GraphQL Model for Intelligent Medical Consultation Chatbot,"Text-to-GraphQL (Text2GraphQL) is a task that converts the user's questions into Graph + QL (Query Language) when a graph database is given. That is a task of semantic parsing that transforms natural language problems into logical expressions, which will bring more efficient direct communication between humans and machines. The existing related work mainly focuses on Text-to-SQL tasks, and there is no available semantic parsing method and data set for the graph database. In order to fill the gaps in this field to serve the medical Human–Robot Interactions (HRI) better, we propose this task and a pipeline solution for the Text2GraphQL task. This solution uses the Adapter pre-trained by “the linking of GraphQL schemas and the corresponding utterances” as an external knowledge introduction plug-in. By inserting the Adapter into the language model, the mapping between logical language and natural language can be introduced faster and more directly to better realize the end-to-end human–machine language translation task. In the study, the proposed Text2GraphQL task model is mainly constructed based on an improved pipeline composed of a Language Model, Pre-trained Adapter plug-in, and Pointer Network. This enables the model to copy objects' tokens from utterances, generate corresponding GraphQL statements for graph database retrieval, and builds an adjustment mechanism to improve the final output. And the experiments have proved that our proposed method has certain competitiveness on the counterpart datasets (Spider, ATIS, GeoQuery, and 39.net) converted from the Text2SQL task, and the proposed method is also practical in medical scenarios.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/s10796-022-10295-0.pdf
10.1007/s44196-022-00097-2,Article,2022-07-03,Resource Recommendation Based on Industrial Knowledge Graph in Low-Resource Conditions,"Resource recommendation is extremely challenging under low-resource conditions because representation learning models require sufficient triplets for their training, and the presence of massive long-tail resources leads to data sparsity and cold-start problems. In this paper, an industrial knowledge graph is developed to integrate resources for manufacturing enterprises, and we further formulate long-tail recommendations as a few-shot relational learning problem of learning-to-recommend resources with few interactions under low-resource conditions. First, an industrial knowledge graph is constructed based on the predesigned resource schema. Second, we conduct schema-based reasoning on the schema to heuristically complete the knowledge graph. At last, we propose a multi-head attention-based meta relational learning model with schema-based reasoning to recommend long-tail resources under low-resource conditions. With the IN-Train setting, 5-shot experimental results on the NELL-One and Wiki-One datasets achieve average improvements of 28.8 and 13.3% respectively, compared with MetaR. Empirically, the attention mechanism with relation space translation learns the most important relations for fast convergence. The proposed graph-based platform specifies how to recommend resources using the industrial knowledge graph under low-resource conditions.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/s44196-022-00097-2.pdf
10.1007/s13222-022-00414-1,Article,2022-05-16,"An Ever-Expanding Humanities Knowledge Graph: The Sphaera Corpus at the Intersection of Humanities, Data Management, and Machine Learning","The Sphere project stands at the intersection of the humanities and information sciences. The project aims to better understand the evolution of knowledge in the early modern period by studying a collection of 359 textbook editions published between 1472 and 1650 which were used to teach geocentric cosmology and astronomy at European universities. The relatively large size of the corpus at hand presents a challenge for traditional historical approaches, but provides a great opportunity to explore such a large collection of historical data using computational approaches. In this paper, we present a review of the different computational approaches, used in this project over the period of the last three years, that led to a better understanding of the dynamics of knowledge transfer and transformation in the early modern period.",Fora do Escopo,Fora do Escopo
10.1038/s41597-022-01435-x,Article,2022-06-17,"A curated, ontology-based, large-scale knowledge graph of artificial intelligence tasks and benchmarks","Research in artificial intelligence (AI) is addressing a growing number of tasks through a rapidly growing number of models and methodologies. This makes it difficult to keep track of where novel AI methods are successfully – or still unsuccessfully – applied, how progress is measured, how different advances might synergize with each other, and how future research should be prioritized. To help address these issues, we created the Intelligence Task Ontology and Knowledge Graph (ITO), a comprehensive, richly structured and manually curated resource on artificial intelligence tasks, benchmark results and performance metrics. The current version of ITO contains 685,560 edges, 1,100 classes representing AI processes and 1,995 properties representing performance metrics. The primary goal of ITO is to enable analyses of the global landscape of AI tasks and capabilities. ITO is based on technologies that allow for easy integration and enrichment with external data, automated inference and continuous, collaborative expert curation of underlying ontological models. We make the ITO dataset and a collection of Jupyter notebooks utilizing ITO openly available.",Dentro do Escopo,https://www.nature.com/articles/s41597-022-01435-x.pdf
10.1038/s41586-022-04808-9,Article,2022-06-08,Graph pangenome captures missing heritability and empowers tomato breeding,"Missing heritability in genome-wide association studies defines a major problem in genetic analyses of complex biological traits^ 1 , 2 . The solution to this problem is to identify all causal genetic variants and to measure their individual contributions^ 3 , 4 . Here we report a graph pangenome of tomato constructed by precisely cataloguing more than 19 million variants from 838 genomes, including 32 new reference-level genome assemblies. This graph pangenome was used for genome-wide association study analyses and heritability estimation of 20,323 gene-expression and metabolite traits. The average estimated trait heritability is 0.41 compared with 0.33 when using the single linear reference genome. This 24% increase in estimated heritability is largely due to resolving incomplete linkage disequilibrium through the inclusion of additional causal structural variants identified using the graph pangenome. Moreover, by resolving allelic and locus heterogeneity, structural variants improve the power to identify genetic factors underlying agronomically important traits leading to, for example, the identification of two new genes potentially contributing to soluble solid content. The newly identified structural variants will facilitate genetic improvement of tomato through both marker-assisted selection and genomic selection. Our study advances the understanding of the heritability of complex traits and demonstrates the power of the graph pangenome in crop breeding. A precise catalogue of more than 19 million variants from 838 tomato genomes, including 32 new reference-level genome assemblies, advances the understanding of the heritability of complex traits and demonstrates the power of the graph pangenome in crop breeding.",Fora do Escopo,Fora do Escopo
10.1038/s41598-022-13796-9,Article,2022-06-14,Use of a graph neural network to the weighted gene co-expression network analysis of Korean native cattle,"In the general framework of the weighted gene co-expression network analysis (WGCNA), a hierarchical clustering algorithm is commonly used to module definition. However, hierarchical clustering depends strongly on the topological overlap measure. In other words, this algorithm may assign two genes with low topological overlap to different modules even though their expression patterns are similar. Here, a novel gene module clustering algorithm for WGCNA is proposed. We develop a gene module clustering network (gmcNet), which simultaneously addresses single-level expression and topological overlap measure. The proposed gmcNet includes a “co-expression pattern recognizer” (CEPR) and “module classifier”. The CEPR incorporates expression features of single genes into the topological features of co-expressed ones. Given this CEPR-embedded feature, the module classifier computes module assignment probabilities. We validated gmcNet performance using 4,976 genes from 20 native Korean cattle. We observed that the CEPR generates more robust features than single-level expression or topological overlap measure. Given the CEPR-embedded feature, gmcNet achieved the best performance in terms of modularity (0.261) and the differentially expressed signal (27.739) compared with other clustering methods tested. Furthermore, gmcNet detected some interesting biological functionalities for carcass weight, backfat thickness, intramuscular fat, and beef tenderness of Korean native cattle. Therefore, gmcNet is a useful framework for WGCNA module clustering.",Fora do Escopo,Fora do Escopo
10.1038/s41597-022-01352-z,Article,2022-05-27,FAIR and Interactive Data Graphics from a Scientific Knowledge Graph,"Graph databases capture richly linked domain knowledge by integrating heterogeneous data and metadata into a unified representation. Here, we present the use of bespoke, interactive data graphics (bar charts, scatter plots, etc.) for visual exploration of a knowledge graph. By modeling a chart as a set of metadata that describes semantic context (SPARQL query) separately from visual context (Vega-Lite specification), we leverage the high-level, declarative nature of the SPARQL and Vega-Lite grammars to concisely specify web-based, interactive data graphics synchronized to a knowledge graph. Resources with dereferenceable URIs (uniform resource identifiers) can employ the hyperlink encoding channel or image marks in Vega-Lite to amplify the information content of a given data graphic, and published charts populate a browsable gallery of the database. We discuss design considerations that arise in relation to portability, persistence, and performance. Altogether, this pairing of SPARQL and Vega-Lite—demonstrated here in the domain of polymer nanocomposite materials science—offers an extensible approach to FAIR (findable, accessible, interoperable, reusable) scientific data visualization within a knowledge graph framework.",Dentro do Escopo,https://www.nature.com/articles/s41597-022-01352-z.pdf
10.1186/s12859-022-04715-w,Article,2022-05-19,MAGCNSE: predicting lncRNA-disease associations using multi-view attention graph convolutional network and stacking ensemble model,"Background Many long non-coding RNAs (lncRNAs) have key roles in different human biologic processes and are closely linked to numerous human diseases, according to cumulative evidence. Predicting potential lncRNA-disease associations can help to detect disease biomarkers and perform disease analysis and prevention. Establishing effective computational methods for lncRNA-disease association prediction is critical. Results In this paper, we propose a novel model named MAGCNSE to predict underlying lncRNA-disease associations. We first obtain multiple feature matrices from the multi-view similarity graphs of lncRNAs and diseases utilizing graph convolutional network. Then, the weights are adaptively assigned to different feature matrices of lncRNAs and diseases using the attention mechanism. Next, the final representations of lncRNAs and diseases is acquired by further extracting features from the multi-channel feature matrices of lncRNAs and diseases using convolutional neural network. Finally, we employ a stacking ensemble classifier, consisting of multiple traditional machine learning classifiers, to make the final prediction. The results of ablation studies in both representation learning methods and classification methods demonstrate the validity of each module. Furthermore, we compare the overall performance of MAGCNSE with that of six other state-of-the-art models, the results show that it outperforms the other methods. Moreover, we verify the effectiveness of using multi-view data of lncRNAs and diseases. Case studies further reveal the outstanding ability of MAGCNSE in the identification of potential lncRNA-disease associations. Conclusions The experimental results indicate that MAGCNSE is a useful approach for predicting potential lncRNA-disease associations.",Dentro do Escopo,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/s12859-022-04715-w.pdf
10.1038/s41587-021-01145-6,Article,2022-01-31,A knowledge graph to interpret clinical proteomics data,"Implementing precision medicine hinges on the integration of omics data, such as proteomics, into the clinical decision-making process, but the quantity and diversity of biomedical data, and the spread of clinically relevant knowledge across multiple biomedical databases and publications, pose a challenge to data integration. Here we present the Clinical Knowledge Graph (CKG), an open-source platform currently comprising close to 20 million nodes and 220 million relationships that represent relevant experimental data, public databases and literature. The graph structure provides a flexible data model that is easily extendable to new nodes and relationships as new databases become available. The CKG incorporates statistical and machine learning algorithms that accelerate the analysis and interpretation of typical proteomics workflows. Using a set of proof-of-concept biomarker studies, we show how the CKG might augment and enrich proteomics data and help inform clinical decision-making. A knowledge graph platform integrates proteomics with other omics data and biomedical databases.",Dentro do Escopo,https://www.nature.com/articles/s41587-021-01145-6.pdf
10.1038/s41598-022-05132-y,Article,2022-01-20,A novel graph mining approach to predict and evaluate food-drug interactions,"Food-drug interactions (FDIs) arise when nutritional dietary consumption regulates biochemical mechanisms involved in drug metabolism. This study proposes FDMine, a novel systematic framework that models the FDI problem as a homogenous graph. Our dataset consists of 788 unique approved small molecule drugs with metabolism-related drug-drug interactions and 320 unique food items, composed of 563 unique compounds. The potential number of interactions is 87,192 and 92,143 for disjoint and joint versions of the graph. We defined several similarity subnetworks comprising food-drug similarity, drug-drug similarity, and food-food similarity networks. A unique part of the graph involves encoding the food composition as a set of nodes and calculating a content contribution score. To predict new FDIs, we considered several link prediction algorithms and various performance metrics, including the precision@top (top 1%, 2%, and 5%) of the newly predicted links. The shortest path-based method has achieved a precision of 84%, 60% and 40% for the top 1%, 2% and 5% of FDIs identified, respectively. We validated the top FDIs predicted using FDMine to demonstrate its applicability, and we relate therapeutic anti-inflammatory effects of food items informed by FDIs. FDMine is publicly available to support clinicians and researchers.",Dentro do Escopo,https://www.nature.com/articles/s41598-022-05132-y.pdf
10.1007/978-3-030-78307-5_12,Chapter,2022-04-29,"Using a Legal Knowledge Graph for Multilingual Compliance Services in Labor Law, Contract Management, and Geothermal Energy","This chapter provides insights about the work done and the results achieved by the Horizon 2020-funded Innovation Action “Lynx—Building the Legal Knowledge Graph for Smart Compliance Services in Multilingual Europe.” The main objective of Lynx is to create an ecosystem of multilingual, smart cloud services to manage compliance based on a Legal Knowledge Graph (LKG), which integrates and links heterogeneous compliance data sources including legislation, case law, regulations, standards, and private contracts. The chapter provides a short introduction in regards to the market needs, gives an overview of the Lynx services available on the Lynx Services Platform (LySP), and provides valuable insights into three real-world compliance solutions developed on top of LySP together with Lynx’s industry partners, namely, (1) Labor Law (Cuatrecasas, Spain), (2) Contract Management (Cybly, Austria), and (3) Geothermal Energy (DNV.GL, the Netherlands).",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/978-3-030-78307-5.pdf
10.1186/s13023-021-02120-9,Article,2021-11-18,Scientific evidence based rare disease research discovery with research funding data in knowledge graph,"Background Limited knowledge and unclear underlying biology of many rare diseases pose significant challenges to patients, clinicians, and scientists. To address these challenges, there is an urgent need to inspire and encourage scientists to propose and pursue innovative research studies that aim to uncover the genetic and molecular causes of more rare diseases and ultimately to identify effective therapeutic solutions. A clear understanding of current research efforts, knowledge/research gaps, and funding patterns as scientific evidence is crucial to systematically accelerate the pace of research discovery in rare diseases, which is an overarching goal of this study. Methods To semantically represent NIH funding data for rare diseases and advance its use of effectively promoting rare disease research, we identified NIH funded projects for rare diseases by mapping GARD diseases to the project based on project titles; subsequently we presented and managed those identified projects in a knowledge graph using Neo4j software, hosted at NCATS, based on a pre-defined data model that captures semantics among the data. With this developed knowledge graph, we were able to perform several case studies to demonstrate scientific evidence generation for supporting rare disease research discovery. Results Of 5001 rare diseases belonging to 32 distinct disease categories, we identified 1294 diseases that are mapped to 45,647 distinct, NIH-funded projects obtained from the NIH ExPORTER by implementing semantic annotation of project titles. To capture semantic relationships presenting amongst mapped research funding data, we defined a data model comprised of seven primary classes and corresponding object and data properties. A Neo4j knowledge graph based on this predefined data model has been developed, and we performed multiple case studies over this knowledge graph to demonstrate its use in directing and promoting rare disease research. Conclusion We developed an integrative knowledge graph with rare disease funding data and demonstrated its use as a source from where we can effectively identify and generate scientific evidence to support rare disease research. With the success of this preliminary study, we plan to implement advanced computational approaches for analyzing more funding related data, e.g., project abstracts and PubMed article abstracts, and linking to other types of biomedical data to perform more sophisticated research gap analysis and identify opportunities for future research in rare diseases.",Dentro do Escopo,https://ojrd.biomedcentral.com/counter/pdf/10.1186/s13023-021-02120-9.pdf
10.1186/s12859-021-04449-1,Article,2021-10-27,ANAT 3.0: a framework for elucidating functional protein subnetworks using graph-theoretic and machine learning approaches,"Background ANAT is a Cytoscape plugin for the inference of functional protein–protein interaction networks in yeast and human. It is a flexible graphical tool for scientists to explore and elucidate the protein–protein interaction pathways of a process under study. Results Here we present ANAT3.0, which comes with updated PPI network databases of 544,455 (human) and 155,504 (yeast) interactions, and a new machine-learning layer for refined network elucidation. Together they improve network reconstruction to more than twofold increase in the quality of reconstructing known signaling pathways from KEGG. Conclusions ANAT3.0 includes improved network reconstruction algorithms and more comprehensive protein–protein interaction networks than previous versions. ANAT is available for download on the Cytoscape Appstore and at https://www.cs.tau.ac.il/~bnet/ANAT/ .",Fora do Escopo,Fora do Escopo
10.1007/s10994-021-06017-3,Article,2021-06-15,Beyond graph neural networks with lifted relational neural networks,"We introduce a declarative differentiable programming framework, based on the language of Lifted Relational Neural Networks, where small parameterized logic programs are used to encode deep relational learning scenarios through the underlying symmetries. When presented with relational data, such as various forms of graphs, the logic program interpreter dynamically unfolds differentiable computation graphs to be used for the program parameter optimization by standard means. Following from the declarative, relational logic-based encoding, this results into a unified representation of a wide range of neural models in the form of compact and elegant learning programs, in contrast to the existing procedural approaches operating directly on the computational graph level. We illustrate how this idea can be used for a concise encoding of existing advanced neural architectures, with the main focus on Graph Neural Networks (GNNs). Importantly, using the framework, we also show how the contemporary GNN models can be easily extended towards higher expressiveness in various ways. In the experiments, we demonstrate correctness and computation efficiency through comparison against specialized GNN frameworks, while shedding some light on the learning performance of the existing GNN models.",Dentro do Escopo,https://link.springer.com/content/pdf/10.1007/s10994-021-06017-3.pdf
