DOI,TIPO,DATE,TITLE,ABSTRACT,INTERESSE
10.1093/jamia/ocad186,journal-article,2023-09-05,Clustering rare diseases within an ontology-enriched knowledge graph,"<jats:title>Abstract</jats:title>
               <jats:sec>
                  <jats:title>Objective</jats:title>
                  Identifying sets of rare diseases with shared aspects of etiology and pathophysiology may enable drug repurposing. Toward that aim, we utilized an integrative knowledge graph to construct clusters of rare diseases.
               </jats:sec>
               <jats:sec>
                  <jats:title>Materials and Methods</jats:title>
                  Data on 3242 rare diseases were extracted from the National Center for Advancing Translational Science Genetic and Rare Diseases Information center internal data resources. The rare disease data enriched with additional biomedical data, including gene and phenotype ontologies, biological pathway data, and small molecule-target activity data, to create a knowledge graph (KG). Node embeddings were trained and clustered. We validated the disease clusters through semantic similarity and feature enrichment analysis.
               </jats:sec>
               <jats:sec>
                  <jats:title>Results</jats:title>
                  Thirty-seven disease clusters were created with a mean size of 87 diseases. We validate the clusters quantitatively via semantic similarity based on the Orphanet Rare Disease Ontology. In addition, the clusters were analyzed for enrichment of associated genes, revealing that the enriched genes within clusters are highly related.
               </jats:sec>
               <jats:sec>
                  <jats:title>Discussion</jats:title>
                  We demonstrate that node embeddings are an effective method for clustering diseases within a heterogenous KG. Semantically similar diseases and relevant enriched genes have been uncovered within the clusters. Connections between disease clusters and drugs are enumerated for follow-up efforts.
               </jats:sec>
               <jats:sec>
                  <jats:title>Conclusion</jats:title>
                  We lay out a method for clustering rare diseases using graph node embeddings. We develop an easy-to-maintain pipeline that can be updated when new data on rare diseases emerges. The embeddings themselves can be paired with other representation learning methods for other data types, such as drugs, to address other predictive modeling problems.
               </jats:sec>",
10.1371/journal.pone.0207595,journal-article,2018-11-16,Neo4j graph database realizes efficient storage performance of oilfield ontology,,
10.18287/2223-9537-2016-6-3-287-296,journal-article,2016-09-29,ONTOLOGY AND ANIMATION OF PRECEDENTS,"The paper describes a meta-ontology, designed for accumulating, classifying, controlling and retrieving precedents, representing instances of specific situations and scenarios, which arise in practical activity in a particular domain. A feature of ontologies, created on its basis, is the presence of pragmatic – algorithmical, geometrical, predicate, graph – models of concepts, with help of which, in addition to logical inference means, it is possible to carry out ""animation"" of cases for visual control and decision making support. Algorithmical models can be specified by a formula, a program or an animation file in the GIF format. Geometrical models are specified by files in the formats XML, SVG, JPG, etc. Graphs are also can be specified in the format XML and similar ones. Predicate models are logical expressions, specified in a string form. In the result of syntactic and semantic analysis of a text we get a pragmatic semantic model, which represents an attributed graph of a situation or a scenario. In this graph vertices are things, processes and relations, while edges are connections between them. Experiments with the use of the system Protégé for developing ontologies are provided.",
10.1016/j.procs.2021.08.126,journal-article,2021-10-02,Graph pattern mining on top of a domain ontology - preliminary results from a dairy production application,,
10.1088/1742-6596/2184/1/012015,journal-article,2022-05-16,Construction and application of knowledge graph for fault diagnosis of turbine generator set based on ontology,"<jats:title>Abstract</jats:title>
               Aiming at the problems of complex structure and multi-source heterogeneity, imperfect knowledge representation, single knowledge extraction method, and difficulty of sharing and reuse in the knowledge field of turbine generator set fault diagnosis. The construction of knowledge graph is studied from multiple dimensions such as experts, fault characteristics, diagnosis techniques, research results, and solutions in the field for fault diagnosis knowledge of turbine generator set. And an ontology model of fault diagnosis knowledge for the turbine generator set is constructed. The entities, attributes, and relationships of the fault diagnosis knowledge graph for the turbine generator set are represented based on the model. The knowledge graph data are stored by the Neo4j graph database. The problems caused by multi-source and heterogeneous knowledge, fuzzy knowledge, and difficulty sharing, was solved in this field. The knowledge search system and automated quiz system based on knowledge graph are developed using the B/S framework. Many functions are realized by the knowledge graph, such as knowledge correlation, intelligent retrieval, visual display, and automated quiz, which improves the service and sharing ability of fault diagnosis knowledge for turbine generator set. Finally, the effectiveness and superiority of the system are verified by an example of a turbine generator set.",
10.1186/s42400-021-00094-6,journal-article,2021-08-01,Social engineering in cybersecurity: a domain ontology and knowledge graph application examples,"<jats:title>Abstract</jats:title>Social engineering has posed a serious threat to cyberspace security. To protect against social engineering attacks, a fundamental work is to know what constitutes social engineering. This paper first develops a domain ontology of social engineering in cybersecurity and conducts ontology evaluation by its knowledge graph application. The domain ontology defines 11 concepts of core entities that significantly constitute or affect social engineering domain, together with 22 kinds of relations describing how these entities related to each other. It provides a formal and explicit knowledge schema to understand, analyze, reuse and share domain knowledge of social engineering. Furthermore, this paper builds a knowledge graph based on 15 social engineering attack incidents and scenarios. 7 knowledge graph application examples (in 6 analysis patterns) demonstrate that the ontology together with knowledge graph is useful to 1) understand and analyze social engineering attack scenario and incident, 2) find the top ranked social engineering threat elements (e.g. the most exploited human vulnerabilities and most used attack mediums), 3) find potential social engineering threats to victims, 4) find potential targets for social engineering attackers, 5) find potential attack paths from specific attacker to specific target, and 6) analyze the same origin attacks.",
10.1080/0951192x.2013.874584,journal-article,2014-02-06,Designing an ontology-based multi-agent system for supply chain performance measurement using graph traversal,,
10.1109/tsmca.2012.2196431,journal-article,2012-05-29,A New Method for Knowledge and Information Management Domain Ontology Graph Model,,
10.1016/j.autcon.2020.103310,journal-article,2020-06-18,Knowledge graph for identifying hazards on construction sites: Integrating computer vision with ontology,,
10.1080/10236198.2016.1200567,journal-article,2016-06-24,Ontology computation for graph spaces focus on partial vertex pairs,,
10.18287/2223-9537-2023-13-3-405-423,journal-article,2023-09-24,Ontology of guided development of scientific abilities of young people. Part 1: basic concepts and models,"The article attempts to analyze new trends in work with gifted youth as a new form of systemic, organizational and scientifically oriented independent activity of a motivated schoolchild or student. This activity, firstly, is aimed at satisfying the cognitive, intellectual, as well as other needs of the student and the effective development of their creative potential; secondly, it is associated with the consistent solution of research problems with not foreknown results, increasing novelty, relevance and complexity; thirdly, it is supported by a specially organized unified developing scientific and educational environment within the framework of its educational organization, region, industry, country; and finally, it involves a scientifically based unified assessment of both the developing effect and the scientific significance of the current results of this activity . The article discusses the basic concepts characterizing this activity and illustrating their examples and mathematical models. These include the author's structuring of the functions and levels of research activity, a multifaceted system of criteria for evaluating the scientific and developmental results of research work performed by young researchers, a functional profile, a functional rating and a professional functional rating of a young researcher, calculated based on the assessment results of their research work. For the first time, a mathematical model for the formation of acceptable options for research activities is proposed, which allows forming the optimal developing methodological structure of planned research. One of the unique points of the proposed approach is the widespread use of ordinal rating scales with the transformation of the results of their application into quantitative estimates based on the method of confident judgments of decision makers. The introduced concepts are formed into a graphical scheme of the ontology of guided development of scientific abilities of young people.",
10.35940/ijrte.c6832.098319,journal-article,2019-10-12,Automatic Relationship Construction in Domain Ontology Engineering using Semantic and Thematic Graph Generation Process and Convolution Neural Network,"In recent studies, Ontology construction plays an important role in translating raw text into useful knowledge. The proposed methodology supports efficient retrieval using multidimensional theory and implements integrated data training techniques before enter the trial process. The proposed approach has used the Semantic and Thematic Graph Generation Process to extract useful knowledge, and uses data mining techniques and web solutions to present knowledge as well as improve search speed and information retrieval accuracy. Established ontology can help clarify what it means for different ideas and relationships. Due to the rise of the ontology repository, the process of matching can take a long time. To avoid this, the method produces a hierarchical structure with in-depth interpretation of the data. A system is designed to remove domain dependencies using a dynamic labeling scheme using basic theorem, and the results show that it is possible to automatically and independently construct an independent domain.",
10.1007/s12583-023-1930-1,journal-article,2023-10-18,"Knowledge System, Ontology, and Knowledge Graph of the Deep-Time Digital Earth (DDE): Progress and Perspective",,
10.3233/ao-220266,journal-article,2022-03-11,Ontology Summit 2021 Communiqué: Ontology generation and harmonization,"Advances in machine learning and the development of very large knowledge graphs have accompanied a proliferation of ontologies of many types and for many purposes. These ontologies are commonly developed independently, and as a result, it can be difficult to communicate about and between them. To address this difficulty of communication, ontologies and the communities they serve must agree on how their respective terminologies and formalizations relate to each other. The process of coming into accord and agreement is called “harmonization.” The Ontology Summit 2021 examined the overall landscape of ontologies, the many kinds of ontology generation and harmonization, as well as the sustainability of ontologies. The Communiqué synthesizes and summarizes the findings of the summit as well as earlier summits on related issues. One of the major impediments to harmonization is the relatively poor quality of natural language definitions in many ontologies. The summit surveyed the state of the art in natural language definition development, based on lexicographic principles, as well as examples of ongoing projects that are explicitly dealing with harmonization and sustainability.",
10.3233/ao-200241,journal-article,2020-12-18,The Arabic ontology – an Arabic wordnet with ontologically clean content,"We present a formal Arabic wordnet built on the basis of a carefully designed ontology hereby referred to as the Arabic Ontology. The ontology provides a formal representation of the concepts that the Arabic terms convey, and its content was built with ontological analysis in mind, and benchmarked to scientific advances and rigorous knowledge sources as much as this is possible, rather than to only speakers’ beliefs as lexicons typically are. A comprehensive evaluation was conducted thereby demonstrating that the current version of the top-levels of the ontology can top the majority of the Arabic meanings. The ontology consists currently of about 1,800 well-investigated concepts in addition to 16,000 concepts that are partially validated. The ontology is accessible and searchable through a lexicographic search engine (http://ontology.birzeit.edu) that also includes about 150 Arabic-multilingual lexicons, and which are being mapped and enriched using the ontology. The ontology is fully mapped with Princeton WordNet, Wikidata, and other resources.",
10.5370/kiee.2022.71.9.1286,journal-article,2022-09-22,A Framework of Automatic Ontology Construction based on Scene Graph Generation Model for Analysis of Story Video Contents,,
10.1016/j.ijcip.2023.100634,journal-article,2023-08-23,"A management knowledge graph approach for critical infrastructure protection: Ontology design, information extraction and relation prediction",,
10.38050/01300105201968,journal-article,2020-12-09,Citation Graph as an Instrument of the Research Methodology of Scientific Literature on Ontology of Enterprise Business Processes,"The digitalization of enterprise's business processes is an integral part of the modern competitive policy of a commercial organization. The use of the results of qualitative and quantitative analyzes of existing scientific approaches in the field of identifying and developing ontologies that mediate the production of goods / services can positively affect the adoption of strategic decisions due to the reduction of time for review and research of the same ideas and methods. The article is devoted to the use of graph theory elements for the analysis of many conceptual schools and approaches to the ontology of business processes. The authors analyzed 216 scientific sources on this topic. As a result of the study, a citation graph was constructed that systematized the authors of the study area selected according to the methodology described above. This tool of the analysis methodology can be scaled and used by interested parties for a better analysis of the literature on the ontology of enterprise business processes.",
10.2166/hydro.2023.046,journal-article,2023-06-07,Toward establishing a knowledge graph for drought disaster based on ontology design and named entity recognition,"<jats:title>Abstract</jats:title>
               <jats:p />
               Drought disasters have caused serious impacts on the social economy and ecological environment, which are continuously and increasingly exacerbated by climate warming and other factors. Drought disaster management usually involves processing a mass of isolated data from many fields expressed in different terminologies and formats. These heterogeneous data or so-called data silos have greatly hindered drought disaster management in an information-rich manner. Establishing a drought disaster knowledge graph can facilitate the reuse of these heterogeneous data and provide references for drought disaster management, and ontology design and named entity recognition are the two major challenges. Therefore, in this study, we first designed a drought disaster ontology by recognizing the major concepts in the drought disaster field and their relationships, which was implemented with an ontology modeling language. We next constructed a drought disaster corpus and an integrated entity recognition model that was built by integrating multiple deep learning methods. Finally, we applied the integrated entity recognition model to extract information from the CNKI literature database. The integrated model shows satisfactory results in drought disaster named entity recognition. We thus conclude that combining ontology and deep learning technology toward establishing a knowledge graph for drought disasters is promising.",
10.1007/s11280-022-01020-7,journal-article,2022-03-19,Example query on ontology-labels knowledge graph based on filter-refine strategy,,
10.1158/1538-7445.am2019-1676,journal-article,2019-08-07,Abstract 1676: A hybrid ontology and graph system enabling precision oncology applications through real-time incorporation of omics biomarkers into a scalable real-world data platform,"<jats:title>Abstract</jats:title>
               Background: The ability to produce timely, clinically actionable recommendations is a cornerstone of a robust precision oncology program. This requires the assimilation of rapidly changing precision oncology data that flows asynchronously from various EMR and lab sources. A key challenge is harmonization of omics biomarkers from hospital-based and commercial testing labs, rendering these omics data interpretable and comparable between patients, labs and reports. To address this challenge, we describe an automated system leveraging a hybrid ontology and graph structure to permit the rapid harmonization and interpretation of molecular diagnostic results across multiple labs.
               Methods: A two-part, fully automated system to ingest and harmonize omics biomarker data from hospital-based and commercial testing labs was developed. First, an ontology-based omics lexicon provides annotation of discrete laboratory values provided electronically. The ontology model is Manchester language-based with data stored in a relational document store. Second, a graph structure serves as the knowledge model and relates the annotated lab values to 12 types of clinically informative biomarkers, including sequence and copy number variants, tumor mutational burden, MSI, gene rearrangements, wild type, and expression biomarkers. The graph structure leverages the ontology to fully describe hierarchical and categorical data associated with each biomarker. Access to the omics knowledge model uses a RESTful API and relational database architecture. Acquisition of molecular data uses custom JSON schemas and a RESTful API.
               Results: Feeds from 7 commercial and hospital-based labs resulted in the receipt of &amp;gt;12,000 molecular diagnostic reports containing &amp;gt;2 million individual biomarker observations, with integration of each report achieved within 2 minutes of electronic data receipt. As of Nov. 2018, 81.2% of reports had at least one biomarker observation, while the remaining reports lacked results. Within these biomarker observations, 95.8% were represented in the ontology/graph structure, resulting in successful linkage to ~22,000 distinct harmonized biomarkers out of more than 12 million in the knowledge base. Of the linked, harmonized variant biomarkers, 4% are class-level (e.g. BRAF mutation) with the remainder reflecting more specificity (e.g. BRAF V600E). Within the set of more specific biomarkers, 54% represent a protein altering variant biomarker.
               Conclusions: We have built an automated, scalable system using a novel ontology/graph structure to reliably and automatically harmonize and integrate omics data into a real-world oncology precision medicine platform. Proof of concept validation has been demonstrated in over 12,000 patient reports, with the results being used to enable clinical trials matching and outcomes research.
               Citation Format: James E. Shima, James L. Chen, Matthew J. Glick, Ryan A. Warrier, Eric C. Abruzzese, Walter C. Mankowski, Jonathan Hirsch. A hybrid ontology and graph system enabling precision oncology applications through real-time incorporation of omics biomarkers into a scalable real-world data platform [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2019; 2019 Mar 29-Apr 3; Atlanta, GA. Philadelphia (PA): AACR; Cancer Res 2019;79(13 Suppl):Abstract nr 1676.",
10.18287/2223-9537-2016-6-4-514-524,journal-article,2017-05-29,ONTOLOGY OF CONCEPTUAL APPARATUS FOR PROCESSING BIBLIOGRAPHIC INFORMATION,"The study presents the state of the problem in theory and practice of ontology of conceptual apparatus for processing bibliographic information. It specifies the essence of the ontology of fundamental concepts of bibliographic apparatus. The structure of the “bibliography” concept is shown. The substantial characteristics of the bibliography are determined. Meanings of the bibliography, bibliographic information, bibliographic list, bibliographic record, bibliographic description, and bibliographical reference are explained. The important features of GOST 7.1 – 2003 and GOST R7.0.5 – 2008, which show the differences in the elements of bibliographic description, and bibliographical references, are highlighted. Classification of the bibliography concepts is demonstrated. On the basis of the bibliography conceptual apparatus and its common scheme, the mental map of bibliographic information is developed. This makes possible to form the structure of the bibliographic information in the XML-document for further automation of bibliographic information processing and formation the informational structure in the software module of synthesis and analysis of bibliographic references.",
10.1177/1474474012462534,journal-article,2012-10-05,Ontology and indigeneity: on the political ontology of heterogeneous assemblages," The first challenge faced by a project that seeks to bring concerns with ontology and indigeneity into a conversation is to sort out the various (and possibly divergent) projects that are being mobilized when the former term is used, not the least because what do we mean by ontology impinges upon how we can conceive indigeneity. In this article I play a counterpoint between two ‘ontological’ projects: one in geography, that foregrounds a reality conceived as an always-emergent assemblage of human and non-humans and troubles the politics that such assemblages imply. The other in ethnographic theory, that foregrounds that we are not only dealing with a shifting ontology, a (re)animated world, but also with multiple ontologies, a multiplicity of worlds animated in different ways. Thus, if the heterogeneity of always emerging assemblages troubles the political, the very heterogeneity of these heterogeneous assemblages troubles it even more. What kinds of politics and what kinds of knowledges does this troubling demand? I advance the notion of political ontology as a possible venue to explore this question. ",
10.1093/bib/bbac318,journal-article,2022-07-28,Learning representations for gene ontology terms by jointly encoding graph structure and textual node descriptors,"<jats:title>Abstract</jats:title>
               Measuring the semantic similarity between Gene Ontology (GO) terms is a fundamental step in numerous functional bioinformatics applications. To fully exploit the metadata of GO terms, word embedding-based methods have been proposed recently to map GO terms to low-dimensional feature vectors. However, these representation methods commonly overlook the key information hidden in the whole GO structure and the relationship between GO terms. In this paper, we propose a novel representation model for GO terms, named GT2Vec, which jointly considers the GO graph structure obtained by graph contrastive learning and the semantic description of GO terms based on BERT encoders. Our method is evaluated on a protein similarity task on a collection of benchmark datasets. The experimental results demonstrate the effectiveness of using a joint encoding graph structure and textual node descriptors to learn vector representations for GO terms.",
10.1609/aaai.v29i1.9718,journal-article,2022-06-23,Combining Ontology Class Expression Generation with Mathematical Modeling for Ontology Learning,"
      
        We present an idea of using mathematicall modelling to guide a process of mining a set of patterns in an RDF graph and further exploiting these patterns to build expressive OWL class hierarchies.
      
    ",
10.4028/www.scientific.net/amr.748.1051,journal-article,2013-08-30,Supervised Multidimensional Scaling for Ontology Similarity Measure and Ontology Mapping via Multi-Dividing,"Ontology similarity calculation and ontology mapping are crucial research topics in information retrieval. Ontology, as a concept structure model, is also widely used in biology, physics, geography and social sciences. In this paper, we propose new algorithms for ontology similarity measurement and ontology mapping using supervised multidimensional scaling and multi-dividing technologies. Two experimental results show that the proposed new algorithm has high accuracy and efficiency on ontology similarity calculation and ontology mapping in certain applications.",
10.1109/access.2022.3230590,journal-article,2022-12-19,OG-SGG: Ontology-Guided Scene Graph Generation—A Case Study in Transfer Learning for Telepresence Robotics,,
10.1109/access.2023.3305272,journal-article,2023-08-14,Comparative Analysis of Logic Reasoning and Graph Neural Networks for Ontology-Mediated Query Answering With a Covering Axiom,,
10.1093/bioinformatics/btac520,journal-article,2022-07-28,CoGO: a contrastive learning framework to predict disease similarity based on gene network and ontology structure,"<jats:title>Abstract</jats:title><jats:sec><jats:title>Motivation</jats:title>Quantifying the similarity of human diseases provides guiding insights to the discovery of micro-scope mechanisms from a macro scale. Previous work demonstrated that better performance can be gained by integrating multiview data sources or applying machine learning techniques. However, designing an efficient framework to extract and incorporate information from different biological data using deep learning models remains unexplored.</jats:sec><jats:sec><jats:title>Results</jats:title>We present CoGO, a Contrastive learning framework to predict disease similarity based on Gene network and Ontology structure, which incorporates the gene interaction network and gene ontology (GO) domain knowledge using graph deep learning models. First, graph deep learning models are applied to encode the features of genes and GO terms from separate graph structure data. Next, gene and GO features are projected to a common embedding space via a nonlinear projection. Then cross-view contrastive loss is applied to maximize the agreement of corresponding gene-GO associations and lead to meaningful gene representation. Finally, CoGO infers the similarity between diseases by the cosine similarity of disease representation vectors derived from related gene embedding. In our experiments, CoGO outperforms the most competitive baseline method on both AUROC and AUPRC, especially improves 19.57% in AUPRC (0.7733). The prediction results are significantly comparable with other disease similarity studies and thus highly credible. Furthermore, we conduct a detailed case study of top similar disease pairs which is demonstrated by other studies. Empirical results show that CoGO achieves powerful performance in disease similarity problem.</jats:sec><jats:sec><jats:title>Availability and implementation</jats:title>https://github.com/yhchen1123/CoGO.</jats:sec>",
10.18287/2223-9537-2019-9-1-36-49,journal-article,2019-06-05,ONTOLOGY OF FINITE-AUTOMATION CRYPTOGRAPHY,"Today, the improvement of methods for protecting information is an urgent task, therefore, the authors of the article are interested in using alternative methods of developing more robust and efficient public-key cryptosystems. Finite automata are taken as such a model. To systematize knowledge in the field of finite-state cryptography, it was decided to use ontology. This paper discusses the construction of an ontological model of finite-automaton cryptography. The proposed ontological model will have four main levels: the ontology of knowledge representation, the ontology of the top level, the domain ontology and practical ontologies. The methodology of conceptual maps was taken as the ontology of knowledge representation. The ontology of the top level contains basic information about cryptography and automata theory, the domain ontology describes directly the finite automaton cryptography. As an example of practical ontology, a public-key cryptosystem based on finite automata was considered. The presented ontology is modeled for the first time and gives a clear understanding of the use of finite automata in cryptography, systematizes the information obtained in the course of the research on this subject area, is a prerequisite in the further development of cryptosystems based on the theory of automata.",
10.3233/ao-230049,journal-article,2023-11-03,"Ontology of language, with applications to demographic data","Here we present what we believe is a novel account of what languages are, along with an axiomatically rich representation of languages and language-related data that is based on this account. We propose an account of languages as aggregates of dispositions distributed across aggregates of persons, and in doing so we address linguistic competences and the processes that realize them. This paves the way for representing additional types of language-related entities. Like demographic data of other sorts, data about languages may be of use to researchers in a number of areas, including biomedical research. Data on the languages used in clinical encounters are typically included in medical records, and capture an important factor in patient-provider interactions. Like many types of patient and demographic data, data on a person’s preferred and primary languages are organized in different ways by different systems. This can be a barrier to data integration. We believe that a robust framework for representing language in general and preferred and primary language in particular – which has been lacking in ontologies thus far – can promote more successful integration of language-related data from disparate data sources.",
10.5121/ijwest.2021.12301,journal-article,2021-08-16,Ontology Service Center: A Datahub for Ontology Application,"With the growth of data-oriented research in humanities, a large number of research datasets have been created and published through web services. However, how to discover, integrate and reuse these distributed heterogeneous research datasets is a challenging task. Ontology is the soul between series digital humanities resources, which provides a good way for people to discover and understand these datasets. With the release of more and more linked open data and knowledge bases, a large number of ontologies have been produced at the same time. These ontologies have different publishing formats, consumption patterns, and interactions ways, which are not conductive to the user’s understanding of the datasets and the reuse of the ontologies. The Ontology Service Center platform consists of Ontology Query Center and Ontology Validation Center, mainly using linked data and ontology-based technologies. The Ontology Query Center realizes the functions of ontology publishing, querying, data interaction and online browsing, while the Ontology Validation Center can verify the status of using certain ontologies in the linked datasets. The empirical part of the paper uses the Confucius portrait as an example of how OSC can be used in the semantic annotation of images. In a word, the purpose of this paper is to construct the applied ecology of ontology to promote the development of knowledge graphs and the spread of ontology.",
10.3233/ao-210249,journal-article,2021-04-16,Ontology summit 2020 communiqué: Knowledge graphs,"An increasing amount of data is now available from public and private sources. Furthermore, the types, formats, and number of sources of data are also increasing. Techniques for extracting, storing, processing, and analyzing such data have been developed in the last few years for managing this bewildering variety based on a structure called a knowledge graph. Industry has devoted a great deal of effort to the development of knowledge graphs, and knowledge graphs are now critical to the functions of intelligent virtual assistants such as Siri, Alexa, and Google Assistant. The goal of the Ontology Summit 2020 was to understand not only what knowledge graphs are but also where they originated, why they are so popular, the current issues, and their future prospects. The summit sessions examined many examples of knowledge graphs and surveyed the relevant standards that exist and are in development for knowledge graphs. The purpose of this Communiqué is to summarize our understanding from the Summit in order to foster research and development of knowledge graphs.",
10.3233/ao-200228,journal-article,2020-05-15,BiGe-Onto: An ontology-based system for managing biodiversity and biogeography data1,"Great progress to digitize the world’s available Biodiversity and Biogeography data have been made recently, but managing data from many different providers and research domains still remains a challenge. A review of the current landscape of metadata standards and ontologies in Biodiversity sciences suggests that existing standards, such as the Darwin Core terminology, are inadequate for describing Biodiversity data in a semantically meaningful and computationally useful way. As a contribution to fill this gap, we present an ontology-based system, called BiGe-Onto, designed to manage data together from Biodiversity and Biogeography. As data sources, we use two internationally recognized repositories: the Global Biodiversity Information Facility (GBIF) and the Ocean Biogeographic Information System (OBIS). BiGe-Onto system is composed of (i) BiGe-Onto Architecture (ii) a conceptual model called BiGe-Onto specified in OntoUML, (iii) an operational version of BiGe-Onto encoded in OWL 2, and (iv) an integrated dataset for its exploitation through a SPARQL endpoint. We will show use cases that allow researchers to answer questions that manage information from both domains.",
10.18287/2223-9537-2018-8-4-487-522,journal-article,2019-05-15,THE ONTOLOGIES OF DESIGNING FROM VITRUVIA TO VITTIKH,"The article discusses the development of an emerging scientific discipline, homonymous to the title of the journal ― Ontology of Designing. In previous works of the author published in the journal, key terms, scientific basis and borders of the ontology of design were considered. Here, an attempt is made in the historical aspect to examine the origins of the ontology of design from Vitruvius, Plato, Aristotle, Socrates and other sages of antiquity to contemporaries who made a significant contribution to the development of this scientific direction - Vittich, Valkman, Samoylovich and many other eminent scientists. The key role of the ontological analysis of the subject area, search and substantiation of formalisms and formal methods in describing both the subject area itself and the processes modeled in it is emphasized. The paper presents, on the example of articles published in the journal over eight years, the geography of the topics touched upon, the authors, and the organizations representing them. The author took the liberty to mark the works, significant in his opinion, published in the journal, to identify areas in which the results have not yet been obtained and which could fill in the gaps in the mosaic of published works in the journal. In the subject area of social design, the author examines ontological dominants, argues with other authors about blissful theories from Plato and Adam Smith to Wittih and Fresco. Understanding the eclecticism of the presented analysis and conclusions, the author invites the readers of the journal to a constructive discussion, formulating for this purpose questions on unsolved problems.",
10.1093/bioinformatics/btm112,journal-article,2007-06-02,OBO-Edit—an ontology editor for biologists,"<jats:title>Abstract</jats:title>
               Summary: OBO-Edit is an open source, platform-independent ontology editor developed and maintained by the Gene Ontology Consortium. Implemented in Java, OBO-Edit uses a graph-oriented approach to display and edit ontologies. OBO-Edit is particularly valuable for viewing and editing biomedical ontologies.
               Availability:  https://sourceforge.net/project/showfiles.php?group_id=36855
               Contact:  gohelp@geneontology.org",
10.3724/sp.j.1087.2011.01664,journal-article,2012-04-10,Domain ontology construction method based on knowledge graphs,,
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
,,,,,Dentro do Escopo
